Subject_number,Phase_number,Trial_number,Surprise,Trial_time,Group_time,Surprise_time,Allocation_time,Probabilities_score,Troop_allocation_score,Number_probability_sets,Number_groups,Max_probs_in_set,Layer_type_1,Layer_type_2,Layer_type_3,Layer_type_4,Layer_type_5,Layer_Surprise_1,Layer_Surprise_2,Layer_Surprise_3,Layer_Surprise_4,Layer_Surprise_5,Layer_Surprise_Time_1,Layer_Surprise_Time_2,Layer_Surprise_Time_3,Layer_Surprise_Time_4,Layer_Surprise_Time_5,Center_X_1,Center_X_2,Center_X_3,Center_X_4,Center_Y_1,Center_Y_2,Center_Y_3,Center_Y_4,Circle_R_1,Circle_R_2,Circle_R_3,Circle_R_4,Human_probs_1_1,Human_probs_1_2,Human_probs_1_3,Human_probs_1_4,Human_probs_2_1,Human_probs_2_2,Human_probs_2_3,Human_probs_2_4,Human_probs_3_1,Human_probs_3_2,Human_probs_3_3,Human_probs_3_4,Human_probs_4_1,Human_probs_4_2,Human_probs_4_3,Human_probs_4_4,Human_probs_5_1,Human_probs_5_2,Human_probs_5_3,Human_probs_5_4,Raw_human_probs_1_1,Raw_human_probs_1_2,Raw_human_probs_1_3,Raw_human_probs_1_4,Raw_human_probs_2_1,Raw_human_probs_2_2,Raw_human_probs_2_3,Raw_human_probs_2_4,Raw_human_probs_3_1,Raw_human_probs_3_2,Raw_human_probs_3_3,Raw_human_probs_3_4,Raw_human_probs_4_1,Raw_human_probs_4_2,Raw_human_probs_4_3,Raw_human_probs_4_4,Raw_human_probs_5_1,Raw_human_probs_5_2,Raw_human_probs_5_3,Raw_human_probs_5_4,Normative_probs_1_1,Normative_probs_1_2,Normative_probs_1_3,Normative_probs_1_4,Normative_probs_2_1,Normative_probs_2_2,Normative_probs_2_3,Normative_probs_2_4,Normative_probs_3_1,Normative_probs_3_2,Normative_probs_3_3,Normative_probs_3_4,Normative_probs_4_1,Normative_probs_4_2,Normative_probs_4_3,Normative_probs_4_4,Normative_probs_5_1,Normative_probs_5_2,Normative_probs_5_3,Normative_probs_5_4,Norm_allocation_1,Norm_allocation_2,Norm_allocation_3,Norm_allocation_4,Raw_allocation_1,Raw_allocation_2,Raw_allocation_3,Raw_allocation_4
5,5,1,0,463873,194679,9891,26720,59.0411,90,5,4,4,ns3:MovintLayer,ns3:SigintLayer,ns3:SocintLayer,ns3:ImintLayer,NaN,0,0,0,4,NaN,48392,18594,5765,47954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,25,0,5,75,25,0,0,95,5,0,0,100,0,0,0,90,10,0,0,70,25,0,5,75,25,0,0,95,5,0,0,100,0,0,0,90,10,0,0,64.5335,2.161,31.8674,1.4381,58.2445,7.8017,28.7619,5.1919,90.71,1.7358,6.3991,1.1551,95.1287,0.91016,3.3554,0.60569,85.025,0.81349,11.9961,2.1654,90,10,0,0,90,10,0,0
5,5,2,6,434118,62876,17938,27829,23.9192,0,5,4,4,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,NaN,3,1,0,2,NaN,52547,12563,38064,36891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,5,45,10,40,0,45,15,35,0,60,5,35,0,60,5,40,0,60,0,40,5,45,10,40,0,45,15,35,0,60,5,35,0,60,5,40,0,60,0,21.61,16.3268,35.5311,26.5321,9.4542,28.5712,15.5445,46.4302,8.1823,24.7275,26.9065,40.1838,9.7974,9.8695,32.2175,48.1157,24.6474,24.8288,20.2625,30.2613,40,0,60,0,40,0,60,0
5,5,3,0,649697,41938,8297,13360,69.3384,100,5,4,4,ns3:SigintLayer,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,NaN,1,0,1,0,NaN,29626,179691,60486,15985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,80,0,10,15,80,0,5,0,90,0,10,0,100,0,0,0,100,0,0,10,80,0,10,15,80,0,5,0,90,0,10,0,100,0,0,0,100,0,0,24.3503,43.7086,3.5156e-005,31.9411,30.9383,55.534,4.4668e-005,13.5276,19.8917,71.4108,2.8719e-005,8.6975,5.8449,83.9325,8.4387e-006,10.2226,6.3302,90.9019,2.2849e-006,2.7679,0,100,0,0,0,100,0,0
5,5,4,0,377474,91126,6844,16062,74.1529,100,5,4,4,ns3:ImintLayer,ns3:MovintLayer,ns3:SocintLayer,ns3:SigintLayer,NaN,1,4,1,5,NaN,26813,26641,16922,36985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,60,0,40,0,80,0,20,0,80,0,20,0,100,0,0,0,95,5,0,0,60,0,40,0,80,0,20,0,80,0,20,0,100,0,0,0,95,5,0,0.22879,87.4355,5.1341,7.2016,0.25212,96.3496,1.4144,1.9839,0.063827,97.569,0.35807,2.0091,0.032306,98.7696,0.18124,1.0169,0.031958,97.7071,1.255,1.006,0,100,0,0,0,100,0,0
5,5,5,1,397942,90017,15469,21875,93.9011,80,5,4,4,ns3:SocintLayer,ns3:SigintLayer,ns3:ImintLayer,ns3:MovintLayer,NaN,0,1,0,4,NaN,6984,11562,22828,44329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,10,75,0,10,10,80,0,0,15,85,0,0,10,90,0,0,20,80,0,15,10,75,0,10,10,80,0,0,15,85,0,0,10,90,0,0,20,80,3.5952,23.702,12.6747,60.028,2.2466,14.8112,7.9203,75.0219,2.4928,5.478,8.7881,83.2412,0.66282,1.4566,9.3468,88.5338,2.039,1.1202,28.7531,68.0878,0,0,20,80,0,0,20,80
5,5,6,6,422990,95064,32219,46860,56.5613,0,5,4,4,ns3:SocintLayer,ns3:ImintLayer,ns3:MovintLayer,ns3:SigintLayer,NaN,0,4,1,0,NaN,6329,37422,21188,7313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,20,5,0,80,20,0,0,60,10,30,0,75,10,15,0,90,0,10,0,75,20,5,0,80,20,0,0,60,10,30,0,75,10,15,0,90,0,10,0,39.8542,23.4771,25.6996,10.969,56.9939,16.7869,18.376,7.8432,31.9012,9.3961,41.1424,17.5603,39.9851,2.9443,51.5681,5.5025,82.3439,0.86619,15.1711,1.6188,100,0,0,0,100,0,0,0
5,5,7,6,344830,97469,6891,26828,82.1263,0,5,4,4,ns3:SigintLayer,ns3:ImintLayer,ns3:SocintLayer,ns3:MovintLayer,NaN,5,4,4,4,NaN,12640,34562,7343,14125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,10,60,0,40,10,50,0,50,10,40,0,55,0,45,0,70,0,30,0,30,10,60,0,40,10,50,0,50,10,40,0,55,0,45,0,70,0,30,0,32.5199,2.03,63.7267,1.7233,56.5411,3.5295,36.933,2.9963,80.7119,5.0384,13.1804,1.0693,71.3127,4.4516,23.2909,0.94476,74.3206,1.1599,24.2734,0.24615,70,0,30,0,70,0,30,0
5,5,8,2,549709,75891,17266,47469,92.2678,70,5,4,4,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,ns3:SocintLayer,NaN,1,1,4,5,NaN,56922,39751,55345,31829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,0,50,30,20,0,60,20,10,0,80,10,30,0,65,5,25,0,65,10,20,0,50,30,20,0,60,20,10,0,80,10,30,0,65,5,25,0,65,10,10.2411,3.4544,58.8301,27.4744,13.3341,1.1244,76.5984,8.9431,3.739,0.3153,85.9149,10.0308,21.3771,0.25753,70.1725,8.1929,19.7584,0.23803,64.8587,15.1449,30,0,70,0,30,0,70,0
5,5,9,1,462319,51954,12031,66485,68.9436,70,5,4,4,ns3:SocintLayer,ns3:MovintLayer,ns3:ImintLayer,ns3:SigintLayer,NaN,0,4,5,2,NaN,14375,31141,57922,12547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,30,15,5,60,35,0,5,50,45,0,5,50,20,0,30,60,15,0,25,50,30,15,5,60,35,0,5,50,45,0,5,50,20,0,30,60,15,0,25,71.3679,26.9639,0.25972,1.4085,83.292,15.7345,0.15156,0.82189,55.6508,42.0514,0.10126,2.1966,52.0619,39.3396,0.37892,8.2196,55.0802,41.6202,0.40089,2.8987,70,0,0,30,70,0,0,30
5,5,10,2,414849,50500,11609,35016,77.0622,65,5,4,4,ns3:ImintLayer,ns3:SigintLayer,ns3:MovintLayer,ns3:SocintLayer,NaN,3,0,2,4,NaN,20719,9141,39376,29109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35,5,30,30,20,0,35,45,20,0,35,45,15,0,25,60,10,0,30,60,35,5,30,30,20,0,35,45,20,0,35,45,15,0,25,60,10,0,30,60,39.4903,14.5422,13.219,32.7485,16.5994,6.1127,22.2259,55.062,17.3046,2.1241,23.1701,57.4012,6.2118,3.05,8.3174,82.4209,6.0279,5.9194,8.0712,79.9815,0,0,35,65,0,0,35,65
